,id,hashtag_id,tweet,tweet_id,tb_preproc,compound,polarity,subjectivity,links,hashtags,pos,neg,neu,mentions,nouns,clean_tweet,abuse_prediction
372,2875,12,Snapdragon 888 is the official name of  Qualcomm s next flagship SoC        mobile  processor  snapdragonsummit,1.33e+18,,0.1027,0.0,0.0,,,,,,,"['snapdragon', 'official name', 'qualcomm', 'soc', 'mobile processor snapdragonsummit']",,no
373,2876,12,Qualcomm Snapdragon 888 Processor  SoC Debuts with 5G Modem will Power Flagship Phones in 2021    Processor  Snapdragon888  QualityStreetCountdown  QualcommTechSummit  QualcommSnapdragon    ,1.33e+18,,0.1027,0.0,0.0,,,,,,,"['qualcomm snapdragon', 'processor soc debuts', 'modem', 'power flagship phones', 'processor snapdragon888 qualitystreetcountdown qualcommtechsummit qualcommsnapdragon']",,no
374,2877,12,So Next  Qualcomm flagship chipset name is  Snapdragon888  Event tonight at 10PM IST    Snapdragon875  qualcommsnapdragon  snapdragon  snapdragon800  qualcomm875  flagship  processor  tech  snapdragonsummit  qualcomsummit  dnapdragonsummit2020 ,1.33e+18,,0.2648,0.0,0.0,,,,,,,"['qualcomm', 'flagship chipset name', 'snapdragon888 event', 'ist snapdragon875', 'qualcommsnapdragon snapdragon snapdragon800 qualcomm875 flagship processor tech snapdragonsummit qualcomsummit dnapdragonsummit2020']",,no
375,2878,12, KellyServices is looking for a Return  Processor  apply now    KansasCity   job  ,1.33e+18,,0.0,0.0,0.0,,,,,,,"['kellyservices', 'return processor', 'kansascity']",,no
376,2879,12,Back in days    services were  Dos TSRs  and  Processor  Hooks in the upper memory page with  Inturrepts   Now it is  Kubernetes      ,1.33e+18,,0.0,0.0,0.0,,,,,,,"['days services', 'dos tsrs', 'processor hooks', 'upper memory page', 'inturrepts', 'kubernetes']",,no
377,2880,12, The Raspberry Pi case gets a fan     TechmashUK  Raspberry_Pi  CaseFan  Raspberry  Rasp ,1.33e+18,,0.3182,0.0,0.0,,,,,,,"['raspberry pi', 'techmashuk raspberry_pi casefan raspberry rasp']",,no
378,2881,12, The Raspberry Pi case gets a fan     TechmashUK  Raspberry_Pi  CaseFan  Raspberry  Rasp ,1.33e+18,,0.3182,0.0,0.0,,,,,,,"['raspberry pi', 'techmashuk raspberry_pi casefan raspberry rasp']",,no
379,2882,12,The Raspberry Pi case gets a fan     TechmashUK  Raspberry_Pi  CaseFan  Raspberry  RaspberryComputer  Processor  Computers  PersonalComputers  PC  ComputerBuilding ,1.33e+18,,0.3182,0.0,0.0,,,,,,,"['raspberry pi', 'techmashuk raspberry_pi casefan raspberry raspberrycomputer processor computers personalcomputers pc computerbuilding']",,no
380,2883,12,Read How to solve  homebrew installation error  Homebrew is not  yet  supported on  ARM  processor  in Our Code World ,1.33e+18,,-0.4333,0.0,0.0,,,,,,,"['read', 'homebrew installation error', 'homebrew', 'arm', 'code']",,no
381,2884,12, Display processor related statistics  refresh every 1 second      linux  display  processor  rel ,1.33e+18,,0.0,0.0,0.2,,,,,,,"['display', 'statistics refresh', 'linux display processor rel']",,no
382,2885,12,Display processor related statistics  refresh every 1 second      linux  display  processor  related  statistics,1.33e+18,,0.0,0.0,0.26666666666666666,,,,,,,"['display', 'statistics refresh', 'linux display processor']",,no
383,2886,12, The EDPB includes some key indications in accordance with the GDPR in its guidelines on the concepts of controller and pr ,1.33e+18,,0.0,0.0,1.0,,,,,,,"['edpb', 'key indications', 'gdpr']",,no
384,2887,12,The EDPB includes some key indications in accordance with the GDPR in its guidelines on the concepts of controller and processor      EDPB  GDPR  JointController  Processor  Controller,1.33e+18,,0.0,0.0,1.0,,,,,,,"['edpb', 'key indications', 'gdpr', 'edpb gdpr jointcontroller processor']",,no
385,2888,12, Could an   MacBookPro 16 Inch With  12Core  Apple  M1X  Processor be on the cards    ,1.33e+18,,0.0,0.0,0.0,,,,,,,"['macbookpro', 'inch', 'apple m1x processor']",,no
386,2889,12,Could an   MacBookPro 16 Inch With  12Core  Apple  M1X  Processor be on the cards    ,1.33e+18,,0.0,0.0,0.0,,,,,,,"['macbookpro', 'inch', 'apple m1x processor']",,no
387,2890,12,Are you a Return  Processor in  KansasCity   KellyServices is waiting for you   job  ,1.33e+18,,0.0,0.0,0.0,,,,,,,"['return processor', 'kansascity kellyservices']",,no
388,2891,12,Moto G  5G  Good for nothing in my opinion  They are offering 10k device features and configuration like low quality display  as usual charging  looks like a cheaper phone  etc   Except  Processor  I don t think it s a good deal  What do you think about Moto G  5g   ,1.33e+18,,0.8271,0.2875,0.43750000000000006,,,,,,,"['moto g', 'offering 10k device', 'low quality display', 'phone etc', 'processor', 'don t', 'moto g']",,no
389,2892,12,Fresh mandarin   ready to export  RPI Traders are Mandarin Grower  Processor  amp  Exporter from Pakistan  Inquire us   92 343 5099883  amp   92 348 0661611   export  pakistan  russia  dubai  Grower  Processor  Exporters   MandarinPakistan  freshfruit  freshfruits  fruits  mandarin ,1.33e+18,,0.5859,0.25,0.5,,,,,,,"['fresh mandarin', 'rpi traders', 'mandarin grower processor', 'exporter', 'pakistan inquire', 'pakistan russia dubai', 'grower processor exporters mandarinpakistan', 'freshfruit freshfruits fruits mandarin']",,no
390,2893,12,12 000 ACRES and over 1 MILLION LEMON TREES  Citromax Group is the only American owned  lemon  processor  packing and selling fresh  lemons into the United States retail market  ,1.33e+18,,0.6249,0.09999999999999999,0.5,,,,,,,"['acres', 'million lemon trees citromax', 'lemon processor', 'fresh lemons', 'retail market']",,no
391,2894,12,The A6 7310 packs more processing cores than the Intel Core i5 5200U  Large number of cores helps this microprocessor to process many threads or programs at once    processor  AMD,1.33e+18,,0.4404,0.4047619047619048,0.4761904761904762,,,,,,,"['a6', 'processing cores', 'intel core', 'i5 5200u', 'large', 'amd']",,no
392,2895,12,XIDU 14 1 Inch  Laptop Window 10  Intel E3950  Quad Core  Processor 8  An  outstanding holiday gift  Visit our store to see  products like these and more  Zoomllshop a retail care and concern  business  ,1.33e+18,,0.936,0.5,0.6875,,,,,,,"['xidu', 'inch laptop window', 'intel e3950 quad core processor', 'outstanding holiday gift', 'visit', 'zoomllshop', 'retail care', 'concern business']",,no
393,2896,12, Loan  Processor   job  wanted in  Waco   Spherion  ,1.33e+18,,0.0,0.0,0.0,,,,,,,"['processor', 'waco spherion']",,no
394,2897,12,Gosh  I m screwed and need some help  Just bought a new PC and it s terribly slow  It s a Acer Aspire XC330 AMD A4 9120e Processor  8 GB RAM  256 GB SSD What could I do to speed it up    acer  computer  itsupport  technology  mediamarkt  processor  AMD,1.33e+18,,-0.6249,-0.08181818181818185,0.42727272727272725,,,,,,,"['gosh', 'pc', 'acer aspire xc330 amd a4', 'processor', 'gb ram', 'gb ssd', 'acer computer itsupport technology mediamarkt processor', 'amd']",,no
395,2898,12,Are you a Return  Processor in  KansasCity   KellyServices is waiting for you   job  ,1.33e+18,,0.0,0.0,0.0,,,,,,,"['return processor', 'kansascity kellyservices']",,no
396,2899,12, ARM Architecture is The Heart of Apple Computers   computers  processor  intel  ARM  RISC  micr ,1.33e+18,,0.6369,0.0,0.0,,,,,,,"['arm architecture', 'heart', 'apple computers', 'computers processor intel', 'arm risc']",,no
397,2900,12,ARM Architecture is The Heart of Apple Computers   computers  processor  intel  ARM  RISC  microprocessors  debeshchoudhury   macintosh  Apple,1.33e+18,,0.6369,0.0,0.0,,,,,,,"['arm architecture', 'heart', 'apple computers', 'computers processor intel', 'arm risc', 'microprocessors debeshchoudhury macintosh', 'apple']",,no
398,2901,12, MVP100 is an advanced video scaler that enables UHD signal  3840 2160  processing and conversion into four different high quality streams  with their resolution up to FullHD    Reckeen  VP4L  MBP100  scaler  processor  switcher  UHD  FullHD  3GSDI  3D  CGI  effects ,1.33e+18,,0.25,0.18666666666666668,0.58,,,,,,,"['mvp100', 'video scaler', 'uhd', 'different high quality streams', 'fullhd reckeen vp4l mbp100', 'scaler processor switcher', 'uhd fullhd', '3gsdi 3d', 'cgi']",,no
399,2902,12,Are you a Return  Processor in  KansasCity   KellyServices is waiting for you   job  ,1.33e+18,,0.0,0.0,0.0,,,,,,,"['return processor', 'kansascity kellyservices']",,no
400,2903,12,Snapdragon 875 Processor Launch Date   Qualcomm Super Phone coming soon     Watch full video to know more    qualcomm  SnapdragonSummit  Snapdragon  processor  StartUp  GalaxyS20FE  Video  ad  technology  semiconductor  IntelGaming  2021_blooming ,1.33e+18,,0.5994,0.39444444444444443,0.5722222222222223,,,,,,,"['snapdragon', 'processor launch date qualcomm', 'phone', 'watch', 'full video', 'snapdragonsummit snapdragon', 'startup galaxys20fe video', 'technology semiconductor', 'intelgaming']",,no
401,2904,12, 10  coolest   AI chip  startups of 2020   CRN     artificialintelligence  semiconductor  processor,1.33e+18,,0.0,0.0,0.0,,,,,,,"['ai', 'chip startups', 'crn', 'artificialintelligence semiconductor processor']",,no
402,2905,12,10  coolest   AI chip  startups of 2020   CRN     artificialintelligence  semiconductor  processor,1.33e+18,,0.0,0.0,0.0,,,,,,,"['ai', 'chip startups', 'crn', 'artificialintelligence semiconductor processor']",,no
403,2906,12,We are Mandarin   Grower  Processor and Exporters from Pakistan  Call us for more information  92 343 5099883  amp   92 348 0661611   Grower  Processor  Exporters  Mandarin  MandarinPakistan  export  pakistan  uk  freshfruit  freshfruits  fruits ,1.33e+18,,0.0,0.5,0.5,,,,,,,"['mandarin grower processor', 'exporters', 'pakistan call', 'grower processor exporters mandarin mandarinpakistan', 'pakistan uk freshfruit freshfruits fruits']",,no
404,2907,12, KellyServices is hiring  Return  Processor in  KansasCity  apply now   job  ,1.33e+18,,0.0,0.0,0.0,,,,,,,"['kellyservices', 'return processor', 'kansascity']",,no
405,2908,12,AMD   Ryzen   Award winning performance and optimised  processor technology  For  gamers  For  creators  For everyone  Find out more   ,1.33e+18,,0.8625,0.5,0.625,,,,,,,"['amd ryzen', 'processor technology', 'find']",,no
406,2909,12, From  fisherman and  fishmonger to  processor and  chef  the dedication and passion of the people involved along the j ,1.33e+18,,0.4588,0.0,0.0,,,,,,,[],,no
407,2910,12,The new  AppleSilicon  Macs are taking a lead in benchmarks and performance thanks to the new  ARM based  M1  processor  but   NextGen of hardware is not bullet proof  as some owners are finding out        ,1.33e+18,,0.2382,0.15757575757575756,0.3696969696969697,,,,,,,"['applesilicon macs', 'performance thanks', 'arm', 'm1', 'nextgen', 'bullet proof']",,no
408,2911,12,Samsung highlights the features of Exynos 1080 5G mobile processor  video   samsung  samsungexynos  5g  processor ,1.33e+18,,0.0,0.0,0.0,,,,,,,"['samsung', 'exynos', 'mobile processor video samsung samsungexynos 5g processor']",,no
409,2912,12, This is really good viewing   watch it     ARM  Apple  Processor  RISC  CICS  X86  Intel,1.33e+18,,0.4927,0.7,0.6000000000000001,,,,,,,['arm apple processor risc cics x86 intel'],,no
410,2913,12,This is really good viewing   watch it     ARM  Apple  Processor  RISC  CICS  X86  Intel,1.33e+18,,0.4927,0.7,0.6000000000000001,,,,,,,['arm apple processor risc cics x86 intel'],,no
411,2914,12,   has revealed more details about RK3588 octa core  Arm Cortex A76 A55  processor that is now expected to launch ,1.33e+18,,0.0,0.2,0.45,,,,,,,"['rk3588', 'octa core', 'arm cortex a76 a55']",,no
412,2915,12,   has revealed more details about RK3588 octa core  Arm Cortex A76 A55  processor that is now expected to launch ,1.33e+18,,0.0,0.2,0.45,,,,,,,"['rk3588', 'octa core', 'arm cortex a76 a55']",,no
413,2916,12, From  fisherman and  fishmonger to  processor and  chef  the dedication and passion of the people involved along the j ,1.33e+18,,0.4588,0.0,0.0,,,,,,,[],,no
414,2917,12,After you settle the day s transactions  your  processor sends them to a sponsor bank   creditcards  payments Learn more   ,1.33e+18,,0.0,0.5,0.5,,,,,,,"['day s transactions', 'processor sends', 'sponsor bank creditcards payments', 'learn']",,no
415,2918,12, From  fisherman and  fishmonger to  processor and  chef  the dedication and passion of the people involved along the j ,1.33e+18,,0.4588,0.0,0.0,,,,,,,[],,no
416,2919,12, From  fisherman and  fishmonger to  processor and  chef  the dedication and passion of the people involved along the j ,1.33e+18,,0.4588,0.0,0.0,,,,,,,[],,no
417,2920,12, From  fisherman and  fishmonger to  processor and  chef  the dedication and passion of the people involved along the j ,1.33e+18,,0.4588,0.0,0.0,,,,,,,[],,no
418,2921,12,   has revealed more details about RK3588 octa core  Arm Cortex A76 A55  processor that is now expected to launch ,1.33e+18,,0.0,0.2,0.45,,,,,,,"['rk3588', 'octa core', 'arm cortex a76 a55']",,no
419,2922,12, From  fisherman and  fishmonger to  processor and  chef  the dedication and passion of the people involved along the j ,1.33e+18,,0.4588,0.0,0.0,,,,,,,[],,no
420,2923,12, From  fisherman and  fishmonger to  processor and  chef  the dedication and passion of the people involved along the j ,1.33e+18,,0.4588,0.0,0.0,,,,,,,[],,no
421,2924,12, From  fisherman and  fishmonger to  processor and  chef  the dedication and passion of the people involved along the j ,1.33e+18,,0.4588,0.0,0.0,,,,,,,[],,no
422,2925,12, From  fisherman and  fishmonger to  processor and  chef  the dedication and passion of the people involved along the j ,1.33e+18,,0.4588,0.0,0.0,,,,,,,[],,no
423,2926,12,From  fisherman and  fishmonger to  processor and  chef  the dedication and passion of the people involved along the journey from  SeaToPlate is what makes Scottish seafood truly outstanding  ,1.33e+18,,0.872,0.5,0.875,,,,,,,"['seatoplate', 'scottish seafood']",,no
424,2927,12, Spherion is looking for an Escrow  Processor in  SiouxFalls  apply now   job  ,1.33e+18,,0.0,0.0,0.0,,,,,,,"['spherion', 'escrow processor', 'siouxfalls']",,no
425,2928,12,   has revealed more details about RK3588 octa core  Arm Cortex A76 A55  processor that is now expected to launch ,1.33e+18,,0.0,0.2,0.45,,,,,,,"['rk3588', 'octa core', 'arm cortex a76 a55']",,no
426,2929,12,   has revealed more details about RK3588 octa core  Arm Cortex A76 A55  processor that is now expected to launch ,1.33e+18,,0.0,0.2,0.45,,,,,,,"['rk3588', 'octa core', 'arm cortex a76 a55']",,no
427,2930,12,High quality and Juicy Mandarin  RPI Traders are Mandarin   Grower  Processor  amp  Exporter all over the world from Pakistan  Inquire us   92 343 5099883  amp   92 348 0661611   export  pakistan  uk  Grower  Processor  Exporters   MandarinPakistan  freshfruit  freshfruits  fruits ,1.33e+18,,0.0,0.16,0.5399999999999999,,,,,,,"['high quality', 'juicy mandarin rpi traders', 'mandarin grower processor', 'exporter', 'pakistan inquire', 'pakistan uk', 'grower processor exporters mandarinpakistan', 'freshfruit freshfruits fruits']",,no
428,2931,12,   has revealed more details about RK3588 octa core  Arm Cortex A76 A55  processor that is now expected to launch ,1.33e+18,,0.0,0.2,0.45,,,,,,,"['rk3588', 'octa core', 'arm cortex a76 a55']",,no
429,2932,12, KellyServices is hiring a Return  Processor  apply now    KansasCity   job  ,1.33e+18,,0.0,0.0,0.0,,,,,,,"['kellyservices', 'return processor', 'kansascity']",,no
430,2933,12,China stepping up homegrown processor development  ARM  ASIC  basestation  Bits  chips  China  CPU  demand  design  designservice  IC  ICdesign  distribution  IP  IT  CE  ITcomponents  peripherals  processor  semiconductor  server  Server  IPC  DIGITIMES ,1.33e+18,,-0.128,0.0,0.0,,,,,,,"['china', 'homegrown processor development', 'arm asic', 'bits', 'china cpu', 'demand design designservice', 'ic icdesign', 'ip it ce itcomponents', 'peripherals processor semiconductor server', 'server ipc digitimes']",,no
431,2934,12,   has revealed more details about RK3588 octa core  Arm Cortex A76 A55  processor that is now expected to launch ,1.33e+18,,0.0,0.2,0.45,,,,,,,"['rk3588', 'octa core', 'arm cortex a76 a55']",,no
432,2935,12,   has revealed more details about RK3588 octa core  Arm Cortex A76 A55  processor that is now expected to launch ,1.33e+18,,0.0,0.2,0.45,,,,,,,"['rk3588', 'octa core', 'arm cortex a76 a55']",,no
433,2936,12,   has revealed more details about RK3588 octa core  Arm Cortex A76 A55  processor that is now expected to launch ,1.33e+18,,0.0,0.2,0.45,,,,,,,"['rk3588', 'octa core', 'arm cortex a76 a55']",,no
434,2937,12,  has revealed more details about RK3588 octa core  Arm Cortex A76 A55  processor that is now expected to launch in Q2 Q3 2021   semiconductors  android  linux  8k   ,1.33e+18,,0.0,0.2,0.45,,,,,,,"['rk3588', 'octa core', 'arm cortex a76 a55', 'q2 q3', 'semiconductors android linux 8k']",,no
435,2938,12, We are looking for a  mortgage  processor in  ScottsdaleArizona,1.33e+18,,0.0,0.0,0.0,,,,,,,"['mortgage processor', 'scottsdalearizona']",,no
436,2939,12,We are looking for a  mortgage  processor in  ScottsdaleArizona,1.33e+18,,0.0,0.0,0.0,,,,,,,"['mortgage processor', 'scottsdalearizona']",,no
437,2940,12,Apply now to work for  Spherion as  Loan  Processor    Waco   job  ,1.33e+18,,0.0,0.0,0.0,,,,,,,"['apply', 'spherion', 'processor waco']",,no
438,2941,12, Microsoft Pluton Processor Improves Security  SciTech Culture Discussion Clip  microsoft  pluton ,1.33e+18,,0.6369,0.0,0.0,,,,,,,"['microsoft pluton processor improves', 'scitech culture discussion clip', 'microsoft pluton']",,no
439,2942,12,Microsoft Pluton Processor Improves Security  SciTech Culture Discussion Clip  microsoft  pluton  security  chip  processor  windowspc  Microsoft has announced the new Pluton processor which will be embedded by chipmakers Intel  AMD and Qualcomm ,1.33e+18,,0.765,0.13636363636363635,0.45454545454545453,,,,,,,"['microsoft pluton processor improves', 'scitech culture discussion clip', 'microsoft pluton security chip processor windowspc', 'microsoft', 'pluton', 'intel amd', 'qualcomm']",,no
440,2943,12,High Performance Computing is Transforming Our Lives  Shop online for AMD Desktop  amp  Laptop Processors  Radeon Graphics Cards  AMD Motherboards  FreeSync Monitors and other AMD products   Check it out            amd  processor  amdprocessor ,1.33e+18,,0.0,0.0175,0.45749999999999996,,,,,,,"['performance computing', 'transforming', 'shop online', 'amd desktop', 'laptop processors radeon graphics', 'amd motherboards freesync monitors', 'amd', 'amd processor amdprocessor']",,no
441,2944,12, First Ever Chip To Surpass 1M Points On AnTuTu     BoilerUpdates  AppleM1  Apple  AppleMacbook  MacbookAir  Macbookpro  Ma ,1.33e+18,,0.0,0.25,0.3333333333333333,,,,,,,"['ever chip', 'surpass', 'points', 'antutu boilerupdates applem1 apple applemacbook macbookair macbookpro ma']",,no
442,2945,12, First Ever Chip To Surpass 1M Points On AnTuTu     BoilerUpdates  AppleM1  Apple  AppleMacbook  MacbookAir  Macbookpro  Ma ,1.33e+18,,0.0,0.25,0.3333333333333333,,,,,,,"['ever chip', 'surpass', 'points', 'antutu boilerupdates applem1 apple applemacbook macbookair macbookpro ma']",,no
443,2946,12,First Ever Chip To Surpass 1M Points On AnTuTu     BoilerUpdates  AppleM1  Apple  AppleMacbook  MacbookAir  Macbookpro  MacbookM1  AppleM1Chip  M1Chip  ANTUTU  ANTUTUScore  Chipset  Processor  AppleNews  AppleUpdates  AppleSilicon  AppleMac  MacMini ,1.33e+18,,0.0,0.25,0.3333333333333333,,,,,,,"['ever chip', 'surpass', 'points', 'antutu boilerupdates applem1 apple applemacbook macbookair macbookpro macbookm1 applem1chip m1chip antutu antutuscore chipset processor applenews appleupdates applesilicon applemac macmini']",,no
444,2947,12,Arm offers Taiwan research institute free access to IP  AI  ARM  Bits  chips  CPU  design  ICdesign  distribution  innovations  IP  IT  CE  NPU  processor  semiconductor  software  bigdata  Taiwan  DIGITIMES  ,1.33e+18,,0.5106,0.25,0.4,,,,,,,"['arm', 'taiwan', 'research institute', 'free access', 'ip ai arm bits', 'cpu', 'icdesign', 'distribution innovations', 'ip it ce npu', 'processor semiconductor software bigdata', 'taiwan digitimes']",,no
445,2948,12,Fresh Mandarin   Grower  Processor and Exporter from Pakistan  Call us for more information  92 343 5099883  amp   92 348 0661611  export  pakistan  uk  Grower  Processor  Exporters   MandarinPakistan  freshfruit  freshfruits  fruits  mandarin ,1.33e+18,,0.3182,0.4,0.5,,,,,,,"['mandarin grower processor', 'exporter', 'pakistan call', 'pakistan uk', 'grower processor exporters mandarinpakistan', 'freshfruit freshfruits fruits mandarin']",,no
446,2949,12,Check out this  job  Return  Processor at  KellyServices in  KansasCity  ,1.33e+18,,0.0,0.0,0.0,,,,,,,"['return processor', 'kellyservices', 'kansascity']",,no
447,2950,12,Touchmate 11 6  flexiair  yoga style  notebook comes with    2GB RAM   32GB BUILT IN MEMORY   QUAD CORE  PROCESSOR     WINDOWS 10  Order directly from the seller in  bulk for amazing  offers   Connect now      product  bulkdeals  tablet  Discounts ,1.33e+18,,0.5859,0.26666666666666666,0.43333333333333335,,,,,,,"['touchmate', 'flexiair yoga style notebook', 'ram', 'built in memory quad core processor windows', 'connect', 'product bulkdeals tablet', 'discounts']",,no
448,2951,12, The new Generation r called  micromax  INNote1    nd processor r  media  tek  hello  G85   specially  gaming  processor,1.33e+18,,0.0,0.24675324675324675,0.512987012987013,,,,,,,"['generation', 'innote1', 'nd processor r media tek hello', 'g85']",,no
449,2952,12,The new Generation r called  micromax  INNote1    nd processor r  media  tek  hello  G85   specially  gaming  processor ,1.33e+18,,0.0,0.24675324675324675,0.512987012987013,,,,,,,"['generation', 'innote1', 'nd processor r media tek hello', 'g85']",,no
450,2953,12,  OnThisDay in  TechHistory   announced the 4004  the first general purpose programmable  processor on the market  and its ,1.33e+18,,0.0,0.15000000000000002,0.41666666666666663,,,,,,,"['onthisday', 'techhistory', 'general purpose', 'programmable processor']",,no
451,2954,12,Over 270 effects   amp models and speaker cabinet models in a format that inhibits a fast learning curve  Build Your  UltraTone   Music  Life  Twitter  YouTube      Line 6  POD  Go  Guitar Multi  Effects  Processor  ,1.33e+18,,-0.2263,0.2,0.6,,,,,,,"['amp models', 'speaker cabinet models', 'fast learning curve', 'build your ultratone', 'music life', 'twitter youtube', 'pod', 'guitar multi effects processor']",,no
452,2955,12,We are a Grower  Processor  amp  Exporters of high quality Mandarin in Pakistan  Call us for more information  92 343 5099883  amp   92 348 0661611   Grower  Processor  Exporters  Mandarin  MandarinPakistan  export  pakistan  uk  freshfruit  freshfruits  fruits ,1.33e+18,,0.0,0.33,0.52,,,,,,,"['grower processor', 'exporters', 'high quality', 'mandarin', 'pakistan call', 'grower processor exporters mandarin mandarinpakistan', 'pakistan uk freshfruit freshfruits fruits']",,no
453,2956,12, Is it time to update the data protection clauses in your standard agreements   by    datap ,1.33e+18,,0.2732,0.0,0.0,,,,,,,"['data protection clauses', 'standard agreements']",,no
454,2957,12,Return  Processor needed in  KansasCity at  KellyServices  Apply now   job  ,1.33e+18,,0.0,0.0,0.0,,,,,,,"['return processor', 'kansascity', 'kellyservices apply']",,no
455,2958,12,Is it time to update the data protection clauses in your standard agreements   by    dataprotection  edpb  dataprivacy  europeancommission  controller  processor,1.33e+18,,0.2732,0.0,0.0,,,,,,,"['data protection clauses', 'standard agreements', 'dataprotection edpb dataprivacy europeancommission controller processor']",,no
456,2959,12, How the Desktop  Processor Chip is going Mobile   Docuvideos  Apple  AppleM1  ARM  CISC  Computing ,1.33e+18,,0.0,0.0,0.0,,,,,,,"['desktop processor chip', 'mobile docuvideos apple applem1 arm cisc computing']",,no
457,2960,12,How the Desktop  Processor Chip is going Mobile   Docuvideos  Apple  AppleM1  ARM  CISC  Computing  Fujitsu  Intel  RISC  TSMC,1.33e+18,,0.0,0.0,0.0,,,,,,,"['desktop processor chip', 'mobile docuvideos apple applem1 arm cisc computing fujitsu intel risc tsmc']",,no
458,2961,12,China smartphone AP shipments   3Q 2020  5G  Bits  chips  ChinasmartphoneAP  ChinasmartphoneAPresearch  component  globalsmartphone  Huawei  MediaTek  Mobile  telecom  Mobiledevices  Passive  PCB  otherICcomponents  processor  Qualcomm  DIGITIMESResearch ,1.33e+18,,0.2023,0.0,0.0,,,,,,,"['china', 'shipments 3q', 'bits', 'chinasmartphoneap chinasmartphoneapresearch', 'component globalsmartphone', 'huawei mediatek mobile', 'mobiledevices passive pcb', 'othericcomponents processor', 'qualcomm digitimesresearch']",,no
459,2962,12,Raspberry Pi Foundation launches Compute Module 4 for industrial users    ComputeModule   ComputeModule4   ComputerHardware   Computers   Processor   Product ,1.33e+18,,0.0,0.0,0.0,,,,,,,"['raspberry pi', 'foundation launches', 'compute module', 'industrial users', 'computemodule computemodule4 computerhardware computers processor product']",,no
460,2963,12,Snapdragon summit 2020 to be held on 1 2 DEC  New  Snapdragon875  amp  more            qualcomm  snapdragon  qualcommsummit  snapdragonsummit  snapdragonsummit2020  qualcommsummit2020  tech  processor  chipset  tech ,1.33e+18,,0.0,0.3181818181818182,0.4772727272727273,,,,,,,"['snapdragon', 'dec', 'snapdragon875', 'qualcomm snapdragon qualcommsummit snapdragonsummit snapdragonsummit2020 qualcommsummit2020 tech processor chipset tech']",,no
461,2964,12,Got a Radeon 7 Series 5800X that s more beefy than I need for my first build  Looking to sell it  Brand new sealed  Was able to secure and it ll make someone else happy   AMD  radeon  computer  cpu  processor  wts  5800x,1.33e+18,,0.7269,0.39805194805194805,0.6304112554112553,,,,,,,"['got', 'radeon', 'series 5800x', 'looking', 'brand', 'was', 'amd', 'radeon computer cpu processor wts 5800x']",,no
462,2965,12,  proves what a  monopoly can cause to human advancement in terms of opportunity cost      processor ,1.33e+18,,0.4215,0.15,0.05,,,,,,,"['human advancement', 'opportunity cost processor']",,no
463,2966,12, proves what a  monopoly can cause to human advancement in terms of opportunity cost      processor  architecture  ,1.33e+18,,0.4215,0.15,0.05,,,,,,,"['human advancement', 'opportunity cost processor architecture']",,no
464,2967,12,I NEED HELP  what is the diffrent betweenThe Diffrent  Processor for  LapTop celeron N4000  celeron N4020  Intel pentium N5000 Intel Core I7 THANK you,1.33e+18,,0.7695,0.0,0.0,,,,,,,"['need help', 'diffrent betweenthe', 'diffrent processor', 'laptop', 'n4000', 'n4020 intel', 'n5000 intel core i7 thank']",,no
465,2968,12,AMD Ryzen 9 5950X  16 cores 32 threads   4 9 GHz turbo clock speed   72 MB cache memory   105W TDP   799    AMD 5th Generation Processors   5000 series  amd  amdzen3  amdryzen  processor  amdryzen5000  amd5950x,1.33e+18,,0.0,0.0,0.0,,,,,,,"['amd ryzen', 'ghz', 'turbo clock speed', 'mb', 'cache memory 105w', 'tdp', 'amd', 'generation processors', 'series amd amdzen3 amdryzen processor amdryzen5000 amd5950x']",,no
466,2969,12,   SanFrancisco  BayArea Chapter of   FridayRead     announced its first three  computers based on ,1.33e+18,,0.0,0.25,0.3333333333333333,,,,,,,"['sanfrancisco bayarea', 'fridayread']",,no
467,2970,12,  SanFrancisco  BayArea Chapter of   FridayRead     announced its first three  computers based on own  silicon using  Arm architecture  along with details on the  processor that powers all of them    ,1.33e+18,,0.0,0.425,0.6666666666666666,,,,,,,"['sanfrancisco bayarea', 'fridayread', 'own silicon', 'arm']",,no
468,2971,12,Yes please   Diversity on the  processor  market  o  ,1.33e+18,,0.6124,0.0,0.0,,,,,,,"['diversity', 'processor market o']",,no
469,2972,12,We are Mandarin   Grower  Processor and Exporters all over the world from Pakistan  Call us for more information  92 343 5099883  amp   92 348 0661611  Grower  Processor  Exporters  Mandarin  MandarinPakistan  export  pakistan  uk  freshfruit  freshfruits  fruits ,1.33e+18,,0.0,0.5,0.5,,,,,,,"['mandarin grower processor', 'exporters', 'pakistan call', 'grower processor exporters mandarin mandarinpakistan', 'pakistan uk freshfruit freshfruits fruits']",,no
470,2973,12, At Stainless Steel Services we don t need a  BlackFriday sale as our prices are always competative  For all your Stainles ,1.33e+18,,0.0,0.2,0.2,,,,,,,"['stainless', 'don t need', 'blackfriday', 'stainles']",,no
471,2974,12,Return  Processor needed in  KansasCity  apply now at  KellyServices   job  ,1.33e+18,,0.0,0.0,0.0,,,,,,,"['return processor', 'kansascity', 'kellyservices']",,no
472,2975,13, Get more done with this  BlackFriday deal  I partnered with  to share that the  LenovoFlex5G is  400 off now th ,1.33e+18,,0.296,0.5,0.5,,,,,,,"['blackfriday', 'lenovoflex5g']",,no
